CAS,SMILES,Solubility
2974-92-7,Clc1cc(c2ccccc2)ccc1Cl,-6.39
41464-39-5,Clc1ccc(Cl)c(c2cccc(Cl)c2Cl)c1,-6.47
53-19-0,ClC(Cl)C(c1ccc(Cl)cc1)c(cccc2)c2Cl,-6.51
2050-68-2,Clc1ccc(c2ccc(Cl)cc2)cc1,-6.56
41464-40-8,Clc1ccc(Cl)cc1c2c(Cl)cc(Cl)cc2,-6.57
781-43-1,Cc(c2c1cccc2)c(cccc3)c3c1C,-6.57
18181-70-9,S=P(OC)(OC)Oc1c(Cl)cc(I)c(Cl)c1,-6.62
238-84-6,c2(c(cccc4)c4cc3)c3c1ccccc1C2,-6.68
217-59-4,c1(cccc3)c3c(cccc4)c4c2c1cccc2,-6.74
41464-41-9,Clc(cc2)c(cc2Cl)c1c(Cl)cccc1Cl,-6.8
52251-71-5,CCc3cc2cc1ccccc1cc2cc3,-6.89
72-55-9,ClC(Cl)=C(c2ccc(Cl)cc2)c1ccc(Cl)cc1,-6.9
613-12-7,Cc1cc(cc(cccc3)c3c2)c2cc1,-6.96
57-97-6,Cc1c(c(cccc4)c4cc3)c3c(C)c2c1cccc2,-7.02
92-94-4,c1(c2ccc(c3ccccc3)cc2)ccccc1,-7.11
72-54-8,ClC(Cl)C(c2ccc(Cl)cc2)c1ccc(Cl)cc1,-7.2
55312-69-1,Clc(c(Cl)c2Cl)c(cc2Cl)c1c(Cl)cccc1,-7.21
32598-11-1,Clc(ccc(Cl)c2)c2c1ccc(Cl)c(Cl)c1,-7.25
38444-93-8,Clc1c(Cl)cccc1c2c(Cl)c(Cl)ccc2,-7.28
512-04-9,CC5C6(OCC(C)CC6)OC4CC3C2CC=C1CC(O)CCC1(C)C2CCC3(C)C45,-7.32
56558-16-8,Clc2c(c(Cl)cc(Cl)c2)c1c(Cl)cccc1Cl,-7.32
31508-00-6,Clc(cc(Cl)c(Cl)c2)c2c1ccc(Cl)c(Cl)c1,-7.39
15968-05-5,Clc(cccc2Cl)c2c1c(Cl)cccc1Cl,-7.39
239-64-5,c2(cc4)c([nH]c3c(cccc5)c5ccc23)c1c4cccc1,-7.42
52663-63-5,Clc1c(c2cc(Cl)ccc2Cl)c(Cl)c(Cl)cc1Cl,-7.42
55215-17-3,Clc2c(c(Cl)cc(Cl)c2Cl)c1c(Cl)cccc1,-7.43
74472-42-7,Clc1c(c2ccc(Cl)c(Cl)c2)c(Cl)c(Cl)c(Cl)c1,-7.66
52712-04-6,Clc1ccc(Cl)c(c2cc(Cl)c(Cl)c(Cl)c2Cl)c1,-7.68
32598-10-0,Clc1ccc(c2ccc(c(Cl)c2)Cl)c(Cl)c1,-7.8
38380-08-4,Clc(c(Cl)c2Cl)c(cc2Cl)c1ccc(Cl)c(Cl)c1,-7.82
18259-05-7,Clc(c(Cl)c(Cl)c(Cl)c2Cl)c2c1ccccc1,-7.92
52663-69-1,Clc1c(c2cc(Cl)c(Cl)cc2Cl)c(Cl)c(Cl)c(Cl)c1,-7.92
56-49-5,Cc(ccc2cc4c3ccc5c4cccc5)c1c2c3CC1,-7.92
205-82-3,c3(ccc5c4cccc5)c4c1c2c(cccc23)ccc1,-8
38380-07-3,Clc1ccc(c2ccc(c(Cl)c2Cl)Cl)c(Cl)c1Cl,-8.01
50-32-8,c23c1c4cccc1ccc2cc5c(cccc5)c3cc4,-8.19
205-99-2,c23c4c1ccccc1c2cccc3c(cccc5)c5c4,-8.23
31251-03-3,FC(F)(F)c1cccc(C(c3ccccc3)(n4cncn4)c2ccccc2)c1,-8.4
35065-27-1,Clc(cc(Cl)c(Cl)c2)c2c1cc(Cl)c(Cl)cc1Cl,-8.56
52704-70-8,Clc(c(Cl)c2)c(c(Cl)c2Cl)c1c(Cl)c(Cl)ccc1,-8.6
33979-03-2,Clc1cc(Cl)c(c2c(cc(cc2Cl)Cl)Cl)c(Cl)c1,-8.71
198-55-0,c14cccc2cccc(c3c5c(cccc45)ccc3)c12,-8.8
52712-05-7,Clc1c(c2cc(Cl)ccc2Cl)c(Cl)c(Cl)c(Cl)c1Cl,-8.94
2136-99-4,Clc(c(Cl)cc(Cl)c2Cl)c2c1c(Cl)c(Cl)cc(Cl)c1Cl,-9.15
35694-08-7,Clc1c(Cl)c(Cl)c(Cl)c(c2cc(Cl)c(Cl)c(Cl)c2Cl)c1,-9.16
2051-24-3,Clc1c(c(Cl)c(c2c(c(Cl)c(c(Cl)c2Cl)Cl)Cl)c(Cl)c1Cl)Cl,-11.62
598-50-5,CNC(N)=O,1.13
96-48-0,O=C1CCCO1,1.07
616-45-5,O=C1CCCN1,1.07
110-91-8,C1COCCN1,1.06
453-20-3,OC1COCC1,1.05
872-50-4,CN1C(CCC1)=O,1
100-55-0,OCc1cccnc1,0.96
57-13-6,O=C(N)N,0.96
79-06-1,C=CC(N)=O,0.96
632-22-4,O=C(N(C)C)N(C)C,0.94
75-50-3,CN(C)C,0.84
54-11-5,CN1C(c2cccnc2)CCC1,0.79
50-99-7,OC1OC(CO)C(O)C(O)C1O,0.74
149-32-6,OCC(O)C(CO)O,0.7
79-20-9,CC(OC)=O,0.52
77-92-9,OC(C(O)=O)(CC(O)=O)CC(O)=O,0.51
78-40-0,O=P(OCC)(OCC)OCC,0.43
78-92-2,CC(O)CC,0.43
144-62-7,O=C(O)C(O)=O,0.38
591-22-0,Cc1cc(C)cnc1,0.38
583-58-4,Cc(ccnc1)c1C,0.36
62-56-6,NC(N)=S,0.32
374-01-6,FC(F)(F)C(O)C,0.3
936-40-3,Cc1nc(ncnc2)c2nc1,0.06
79-41-4,CC(C(O)=O)=C,0.01
71-36-3,CCCCO,0
79-07-2,NC(CCl)=O,-0.02
141-78-6,CC(OCC)=O,-0.04
598-53-8,COC(C)C,-0.06
96-23-1,OC(CCl)CCl,-0.11
554-12-1,O=C(OC)CC,-0.14
123-31-9,Oc1ccc(O)cc1,-0.17
52-68-6,OC(C(Cl)(Cl)Cl)P(OC)(OC)=O,-0.22
1634-04-4,CC(C)(C)OC,-0.24
621-84-1,NC(OCc1ccccc1)=O,-0.35
96-50-4,Nc1nccs1,-0.36
461-72-3,O=C1NC(CN1)=O,-0.4
120-89-8,O=C(NC1=O)C(N1)=O,-0.4
75-84-3,CC(C)(C)CO,-0.4
150-13-0,OC(c1ccc(N)cc1)=O,-0.4
62-53-3,Nc1ccccc1,-0.41
594-60-5,CC(C)(O)C(C)C,-0.41
111-76-2,CCCCOCCO,-0.42
105-57-7,CC(OCC)OCC,-0.43
141-76-4,OC(CCI)=O,-0.43
142-84-7,CCCNCCC,-0.46
137-32-6,CC(CO)CC,-0.47
88-14-2,O=C(c1ccco1)O,-0.48
590-36-3,CC(C)(O)CCC,-0.49
123-51-3,CC(C)CCO,-0.52
108-21-4,CC(OC(C)C)=O,-0.55
625-54-7,CCOC(C)C,-0.55
75-08-1,CCS,-0.6
71-41-0,CCCCCO,-0.6
79-46-9,CC(C)N(=O)=O,-0.62
83-07-8,CN2N(c1ccccc1)C(C(N)=C2C)=O,-0.62
95-48-7,Oc1ccccc1C,-0.62
96-45-7,S=C1NCCN1,-0.71
60-12-8,OCCc1ccccc1,-0.74
108-03-2,O=N(=O)CCC,-0.8
108-11-2,CC(C)CC(O)C,-0.8
591-78-6,CC(CCCC)=O,-0.8
88-09-5,O=C(O)C(CC)CC,-0.81
124-04-9,OC(CCCCC(O)=O)=O,-0.82
106-57-0,O=C1CNC(CN1)=O,-0.83
122-15-6,CN(C(OC1=CC(CC(C)(C1)C)=O)=O)C,-0.85
95-53-4,Cc1c(N)cccc1,-0.85
595-41-5,CC(C)C(O)(C)CC,-0.85
4911-70-0,CC(O)(C)C(C)CC,-0.89
626-93-7,CC(O)CCCC,-0.89
98-96-4,NC(c1cnccn1)=O,-0.91
552-63-6,OC(C(CO)c1ccccc1)=O,-0.93
583-60-8,CC(CCCC1)C1=O,-0.94
538-32-9,NC(NCc1ccccc1)=O,-0.95
579-10-2,CN(c1ccccc1)C(C)=O,-0.95
759-73-9,NC(N(N=O)CC)=O,-0.96
100-47-0,N#Cc1ccccc1,-1
554-84-7,Oc1cccc(N(=O)=O)c1,-1.01
1185-33-7,CCC(C)(C)CO,-1.04
107-06-2,ClCCCl,-1.06
78-59-1,CC(CC(C)=CC1=O)(C1)C,-1.06
95-57-8,Oc1ccccc1Cl,-1.06
142-62-1,CCCCCC(O)=O,-1.06
111-26-2,CCCCCCN,-1.1
105-30-6,CC(CO)CCC,-1.11
111-44-4,ClCCOCCCl,-1.12
3970-62-5,OC(CC)C(C)(C)C,-1.15
149-91-7,O=C(c1cc(O)c(O)c(O)c1)O,-1.16
74-95-3,C(Br)(Br),-1.17
607-67-0,Cc1cc(O)c(cccc2)c2n1,-1.2
106-49-0,Nc1ccc(C)cc1,-1.21
58-63-9,Oc1ncnc2c1ncn2C3C(O)C(O)C(CO)O3,-1.23
99-24-1,O=C(c(cc1O)cc(O)c1O)OC,-1.24
443-48-1,OCCn1c(N(=O)=O)cnc1C,-1.26
626-48-2,O=C(NC(C)=C1)NC1=O,-1.26
461-98-3,Cc1cc(N)nc(C)n1,-1.28
100-61-8,CNc1ccccc1,-1.28
123-19-3,CCCC(CCC)=O,-1.3
156-59-2,ClC=CCl,-1.3
576-26-1,Cc1c(O)c(C)ccc1,-1.31
590-12-5,BrC=CBr,-1.32
627-08-7,CCCOC(C)C,-1.34
51481-61-9,CNC(NCCSCc1c(C)[nH]cn1)=NC#N,-1.35
107-05-1,C=CCCl,-1.36
63-74-1,Nc1ccc(cc1)S(N)(=O)=O,-1.36
85-44-9,O=C(O2)c1ccccc1C2=O,-1.39
95-65-8,Cc(cc(O)cc1)c1C,-1.41
75-29-6,CC(Cl)C,-1.41
99-96-7,Oc1ccc(C(O)=O)cc1,-1.41
124-83-4,CC1(C)C(C(O)=O)CCC1(C)C(O)=O,-1.42
751-97-3,CN(C2C1CC5C(C(c4c(C5(O)C)cccc4O)=O)=C(C1(C(C(C(NCN3CCCC3)=O)=C2O)=O)O)O)C,-1.42
108-10-1,CC(CC(C)C)=O,-1.42
98-89-5,O=C(C1CCCCC1)O,-1.45
105-55-5,S=C(NCC)NCC,-1.46
638-42-6,NC(OCCCCC)=O,-1.47
98-16-8,FC(F)(c1cc(N)ccc1)F,-1.47
589-82-2,CCC(O)CCCC,-1.47
66-22-8,O=C(NC=C1)NC1=O,-1.48
106-95-6,C=CCBr,-1.5
95-16-9,c12ccccc1scn2,-1.5
458-88-8,CCCC1NCCCC1,-1.5
95-51-2,Clc(cccc1)c1N,-1.52
65-71-4,O=C1C(C)=CNC(N1)=O,-1.52
75-27-4,BrC(Cl)Cl,-1.54
98-10-2,NS(=O)(c1ccccc1)=O,-1.56
75-26-3,CC(Br)C,-1.59
97-59-6,NC(NC(C(N1)=O)NC1=O)=O,-1.6
75-03-6,CCI,-1.6
5582-82-1,CCC(C)(O)CCCC,-1.6
59-92-7,OC(C(N)Cc1ccc(O)c(O)c1)=O,-1.6
99-92-3,CC(c1ccc(N)cc1)=O,-1.61
4/2/07,CC(CC(C(C)(C)C)=O)=O,-1.63
627-19-0,C#CCCC,-1.64
3337-71-1,O=C(OC)NS(c1ccc(N)cc1)(=O)=O,-1.66
131-11-3,O=C(OC)c1ccccc1C(OC)=O,-1.66
495-69-2,O=C(c1ccccc1)NCC(O)=O,-1.68
104-75-6,NCC(CC)CCCC,-1.71
16118-49-3,O=C(NCC)C(OC(Nc1ccccc1)=O)C,-1.83
15879-93-3,C12OC(C(Cl)(Cl)Cl)OC1(C(C(O2)C(O)(CO))O),-1.84
111-68-2,CCCCCCCN,-1.85
93-58-3,O=C(OC)c1ccccc1,-1.85
4695-62-9,CC(CC2C1(C)C)(CC2)C1=O,-1.85
109-70-6,ClCCCBr,-1.85
106-99-0,C=CC=C,-1.87
91-64-5,O=C2C=Cc1ccccc1O2,-1.89
118-91-2,O=C(c(cccc1)c1Cl)O,-1.89
552-32-9,O=N(c(cccc1)c1NC(C)=O)=O,-1.91
96-18-4,ClC(CCl)CCl,-1.92
134-32-7,Nc2cccc1ccccc12,-1.92
1198-37-4,Cc2nc1ccccc1c(C)c2,-1.94
69-33-0,Nc1ncnc2c1ccn2C3OC(CO)C(C3O)O,-1.95
615-15-6,Cc2nc1ccccc1[nH]2,-1.96
90-05-1,COc(cccc1)c1O,-1.96
79-01-6,C(Cl)=C(Cl)Cl,-1.96
540-36-3,Fc1ccc(F)cc1,-1.97
78-70-6,CC(C)=CCCC(C)(O)C=C,-1.99
57-67-0,O=S(NC(N)=N)(c(cc1)ccc1N)=O,-1.99
76-22-2,O=C(CC(CC2)C1(C)C)C12C,-1.99
106-70-7,CCCCCC(OC)=O,-2
513-36-0,CC(CCl)C,-2
372-18-9,Fc1cc(F)ccc1,-2
78-79-5,C=C(C=C)C,-2.03
121-34-6,Oc1c(OC)cc(C(O)=O)cc1,-2.05
5392-40-5,CC(C)=CCCC(C)=CC=O,-2.06
52-43-7,O=C(N1)NC(C(CC=C)(CC=C)C1=O)=O,-2.06
41814-78-2,Cc1cccc3c1n2cnnc2S3,-2.07
109-64-8,BrCCCBr,-2.08
15271-41-7,CNC(ON=C1C2C(C#N)CC(C2)C1Cl)=O,-2.08
29973-13-5,CCSCc1ccccc1OC(NC)=O,-2.09
53808-87-0,Nc1ncc(Cc2cc(OC)c(OCCOC)c(OC)c2)c(N)n1,-2.1
142-29-0,C1=CCCC1,-2.1
56-75-7,OC(C(CO)NC(C(Cl)Cl)=O)c1ccc(N(=O)=O)cc1,-2.11
51-52-5,S=C(NC(CCC)=C1)NC1=O,-2.15
78-75-1,CC(Br)CBr,-2.15
271-44-3,c1(cccc2)c2[nH]nc1,-2.16
619-02-3,O=C1CC(C(C)=C)CCC1C,-2.18
109-79-5,CCCCS,-2.18
95-95-4,Clc(cc(Cl)c(O)c1)c1Cl,-2.21
76-24-4,OC1(C2(C(NC(NC2=O)=O)=O)O)C(NC(NC1=O)=O)=O,-1.99
50-36-2,CN1C2CCC1C(C(OC)=O)C(OC(c3ccccc3)=O)C2,-2.23
614-28-8,O=C(c1ccccc1)NC(c2ccccc2)=O,-2.27
57-68-1,Cc1cc(C)nc(NS(=O)(c2ccc(N)cc2)=O)n1,-2.27
102-69-2,CCCN(CCC)CCC,-2.28
482-05-3,O=C(c1c(c(cccc2)c2C(O)=O)cccc1)O,-2.28
122-88-3,O=C(O)COc1ccc(Cl)cc1,-2.29
68-94-0,c12c(nc[nH]2)N=CNC1=O,-2.29
108-85-0,BrC1CCCCC1,-2.3
101-77-9,Nc2ccc(cc2)Cc1ccc(N)cc1,-2.3
123-66-0,CCCCCC(OCC)=O,-2.31
88-72-2,O=N(c(cccc1)c1C)=O,-2.33
103-73-1,CCOc1ccccc1,-2.33
22259-30-9,CNC(Oc1cc(N=CN(C)C)ccc1)=O,-2.34
2032-59-9,CNC(Oc1ccc(c(C)c1)N(C)C)=O,-2.36
59-66-5,CC(Nc1nnc(S(N)(=O)=O)s1)=O,-2.36
100-01-6,Nc1ccc(N(=O)=O)cc1,-2.37
327-54-8,Fc1c(F)cc(F)c(F)c1,-2.38
616-44-4,Cc1cscc1,-2.39
111-87-5,CCCCCCCCO,-2.39
82-02-0,COc2c1occc1c(c3c2OC(C)=CC3=O)OC,-2.4
98-54-4,CC(C)(c1ccc(O)cc1)C,-2.41
148-24-3,Oc1c(nccc2)c2ccc1,-2.42
142-92-7,CC(OCCCCCC)=O,-2.46
14073-97-3,CC1CCC(C(C)C)C(C1)=O,-2.49
99-99-0,Cc1ccc(N(=O)=O)cc1,-2.49
594-36-5,CC(C)(Cl)CC,-2.51
614-29-9,OC(c2ccccc2)Cc1ccccc1,-2.52
89-78-1,CC(C(CCC(C)C1)C1O)C,-2.53
127-18-4,ClC(Cl)=C(Cl)Cl,-2.54
108-86-1,Brc1ccccc1,-2.55
91-01-0,OC(c2ccccc2)c1ccccc1,-2.55
1746-81-2,O=C(N(OC)C)Nc1ccc(Cl)cc1,-2.57
2235-90-7,NC(CC)Cc2c[nH]c1ccccc12,-2.57
60-18-4,NC(Cc1ccc(O)cc1)C(O)=O,-2.57
136-77-6,Oc1c(ccc(O)c1)CCCCCC,-2.59
502-56-7,CCCCC(CCCC)=O,-2.59
118-52-5,CC(C(N(Cl)C1=O)=O)(N1Cl)C,-2.6
99-94-5,Cc1ccc(C(O)=O)cc1,-2.6
85-41-6,O=C2NC(c1ccccc12)=O,-2.61
485-65-4,OC(C(CC3CC4)N4CC3CC)c1ccnc2c1cccc2,-2.63
616-20-6,ClC(CC)CC,-2.63
3625-25-0,O=C(N1)NC(C(CC)(C3=CC2CCC(C3)C2)C1=O)=O,-2.64
125-33-7,O=C(NCN1)C(c2ccccc2)(CC)C1=O,-2.64
2315-68-6,O=C(c1ccccc1)OCCC,-2.67
133-67-5,ClC(Cl)C(N2)Nc1cc(Cl)c(S(N)(=O)=O)cc1S2(=O)=O,-2.68
77-65-6,BrC(CC)(CC)C(NC(N)=O)=O,-2.68
475-25-2,OC(C1)(COc3c2ccc(O)c3O)C2=C(C=C4O)C1=CC4=O,-2.7
144-83-2,O=S(Nc1ccccn1)(c2ccc(N)cc2)=O,-2.7
81451-15-2,S=C1C=Nc(cncn2)c2N1,-2.71
111-86-4,CCCCCCCCN,-2.75
100-41-4,CCc1ccccc1,-2.77
106-42-3,Cc1ccc(C)cc1,-2.77
72-48-0,O=C2c3c(ccc(O)c3O)C(c1ccccc12)=O,-2.78
591-50-4,Ic1ccccc1,-2.78
62-23-7,OC(c1ccc(N(=O)=O)cc1)=O,-2.8
599-88-2,Cc1cnc(NS(=O)(c2ccc(cc2)N)=O)nc1,-2.82
80-05-7,CC(c2ccc(O)cc2)(C)c1ccc(O)cc1,-2.82
100-42-5,C=Cc1ccccc1,-2.82
579-44-2,OC(c2ccccc2)C(c1ccccc1)=O,-2.85
6164-98-3,Clc(cc1C)ccc1N=CN(C)C,-2.86
119-68-6,CNc(cccc1)c1C(O)=O,-2.88
122-66-7,c1(NNc2ccccc2)ccccc1,-2.92
93-76-5,O=C(O)COc(cc(Cl)c(Cl)c1)c1Cl,-2.96
50-23-7,O=C1CCC2(C)C(CCC3C2C(O)CC4(C)C3CCC4(O)C(CO)=O)=C1,-2.97
51940-44-4,CCN1C=C(C(c2c1nc(N3CCNCC3)nc2)=O)C(O)=O,-2.98
83-43-2,O=C1C=CC2(C)C(C(C)CC3C2C(O)CC4(C)C3CCC4(O)C(CO)=O)=C1,-2.99
94-20-2,O=S(NC(NCCC)=O)(c1ccc(Cl)cc1)=O,-3.03
58-27-5,O=C(C(C)=C1)c(cccc2)c2C1=O,-3.03
76-13-1,ClC(F)(F)C(Cl)(Cl)F,-3.04
541-73-1,Clc1cc(Cl)ccc1,-3.04
496-11-7,c1(cccc2)c2CCC1,-3.04
103-88-8,CC(Nc1ccc(Br)cc1)=O,-3.08
106-43-4,Cc1ccc(Cl)cc1,-3.08
85-34-7,O=C(O)Cc(c(Cl)ccc1Cl)c1Cl,-3.08
110-82-7,C1CCCCC1,-3.1
119-61-9,O=C(c2ccccc2)c1ccccc1,-3.12
3042-84-0,O=C1N(c2ccccc2)N=CC(N)=C1Br,-3.12
87-20-7,O=C(c(cccc1)c1O)OCCC(C)C,-3.16
124-19-6,CCCCCCCCC=O,-3.17
106-38-7,Brc1ccc(C)cc1,-3.19
694-80-4,Brc(cccc1)c1Cl,-3.19
7681-93-8,CC(CC=CC=CC=CC=CC(OC4OC(C)C(O)C(N)C4O)CC(C(C(O)=O)C(O)C3)OC3(O)CC(O)CC(O2)C2C=C1)OC1=O,-3.21
50-24-8,O=C1C=CC2(C)C(CCC3C2C(O)CC4(C)C3CCC4(O)C(CO)=O)=C1,-3.21
61-57-4,O=C(NCC2)N2c1ncc(N(=O)=O)s1,-3.22
691-37-2,CC(C)CC=C,-3.24
106-46-7,Clc1ccc(Cl)cc1,-3.27
853-34-9,CC(CCC1C(N(c3ccccc3)N(c2ccccc2)C1=O)=O)=O,-3.27
57-27-2,Oc1c(c2c(cc1)CC3(C45))OC(C24CCN3C)(C(C=C5)O),-3.28
73-49-4,CCC2NC(c1cc(S(N)(=O)=O)c(cc1N2)Cl)=O,-3.29
2029-64-3,CCCCCCCCOC(N)=O,-3.3
1114-71-2,O=C(SCCC)N(CCCC)CC,-3.35
88-85-7,CC(c(cc(N(=O)=O)cc1N(=O)=O)c1O)CC,-3.38
101-21-3,O=C(OC(C)C)Nc1cccc(Cl)c1,-3.38
106-32-1,O=C(OCC)CCCCCCC,-3.39
1134-23-2,O=C(SCC)N(C1CCCCC1)CC,-3.4
94-62-2,O=C(N3CCCCC3)C=CC=Cc1cc(OCO2)c2cc1,-3.46
87-58-1,Ic1c([nH]c(I)c1I)I,-3.46
108-36-1,Brc1cc(Br)ccc1,-3.54
34123-59-6,CC(C)c1ccc(NC(N(C)C)=O)cc1,-3.54
112-37-8,O=C(O)CCCCCCCCCC,-3.55
514-17-0,OC(CC1CCC2C3CC4)CCC1(C)C2C(O)CC3(C)C4=O,-3.59
552-58-9,Oc(c(O)c3)ccc3C2CC(c1c(O)cc(O)cc1O2)=O,-3.62
298-81-7,COc1c(OC3=O)c(C=C3)cc2c1occ2,-3.66
548-00-5,c1ccc2OC(=O)C(C(C(=O)OCC)C3=C(O)c4ccccc4OC3=O)=C(O)c2c1,-3.66
54-31-9,O=C(c(cc(S(N)(=O)=O)c(Cl)c2)c2NCc1ccco1)O,-3.66
98-06-6,CC(C)(c1ccccc1)C,-3.66
260-94-6,c12ccccc1nc3c(cccc3)c2,-3.67
96-14-0,CC(CC)CC,-3.68
2008-41-5,O=C(SCC)N(CC(C)C)CC(C)C,-3.68
298-00-0,S=P(OC)(OC)Oc1ccc(N(=O)=O)cc1,-3.68
92-36-4,Nc1ccc(c3nc2ccc(C)cc2s3)cc1,-3.68
85-79-0,CCCCOc2cc(C(NCCN(CC)CC)=O)c1ccccc1n2,-3.7
90-12-0,Cc1c(cccc2)c2ccc1,-3.7
535-65-9,O=S(Nc1nnc(C(C)(C)C)s1)(c2ccc(cc2)N)=O,-3.74
64-85-7,O=C1CCC2(C)C(CCC3C2CCC4(C)C3CCC4C(CO)=O)=C1,-3.75
1929-82-4,Clc1nc(C(Cl)(Cl)Cl)ccc1,-3.76
99-87-6,CC(c1ccc(C)cc1)C,-3.77
378-44-9,O=C1C=CC2(C)C(CCC3C2(F)C(O)CC4(C)C3CC(C)C4(O)C(CO)=O)=C1,-3.77
61-68-7,Cc1c(C)c(Nc2c(C(O)=O)cccc2)ccc1,-3.78
146-22-5,O=C2CN=C(c3ccccc3)c1cc(N(=O)=O)ccc1N2,-3.8
123-29-5,O=C(OCC)CCCCCCCC,-3.8
514-10-3,CC(C(CCC(C(C)C)=C3)C3=CC1)(CCC2)C1C2(C)C(O)=O,-3.8
37924-13-3,Cc1cc(S(=O)(c2ccccc2)=O)ccc1NS(=O)(C(F)(F)F)=O,-3.8
14686-13-6,CCCCC=CC,-3.82
110-54-3,CCCCCC,-3.84
52-39-1,C1C(=O)C=C2CCC3C4CCC(C(=O)CO)C4(C5O)CC(O5)C3C2(C)C1,-3.85
108-87-2,CC1CCCCC1,-3.85
31431-39-7,COC(=O)Nc2nc1ccc(cc1[nH]2)C(=O)c3ccccc3,-3.88
81-81-2,CC(CC(c1ccccc1)C(C2=O)=C(c(cccc3)c3O2)O)=O,-3.89
137-26-8,S=C(SSC(N(C)C)=S)N(C)C,-3.9
3766-60-7,CC(N(C(Nc1ccc(Cl)cc1)=O)C)C#C,-3.9
13993-65-2,CN2c1ccccc1Sc3c2cc(CC(O)=O)cc3,-3.94
83-44-3,OC1CCC2(C)C(CCC3C2CC(O)C4(C)C3CCC4C(C)CCC(O)=O)C1,-3.95
101-84-8,c1(Oc2ccccc2)ccccc1,-3.96
629-06-1,CCCCCCCCl,-3.99
58-18-4,O=C1CCC2(C)C(CCC3C2CCC4(C)C3CCC4(C)O)=C1,-3.99
700-12-9,Cc(c(C)cc(C)c1C)c1C,-4
50-04-4,O=C1CCC4(C)C(CCC3C(CCC2(O)C(COC(C)=O)=O)C2(C)CC(C34)=O)=C1,-4
87-61-6,Clc(c(Cl)ccc1)c1Cl,-4
122-14-5,S=P(OC)(OC)Oc1cc(C)c(N(=O)=O)cc1,-4.04
104-51-8,CCCCc1ccccc1,-4.06
106-37-6,Brc1ccc(Br)cc1,-4.07
7287-19-6,CC(C)Nc1nc(NC(C)C)nc(SC)n1,-4.1
298-02-2,S=P(OCC)(OCC)SCSCC,-4.11
118-08-1,COc2ccc1C(C3N(CCc5c3cc4OCOc4c5)C)OC(c1c2OC)=O,-4.11
67-78-7,O=C1C=CC2(C)C(CCC3C2(F)C(O)CC4(C)C3CC(OC(C)=O)C4(O)C(COC(C)=O)=O)=C1,-4.13
292-64-8,C1CCCCCCC1,-4.15
36322-90-4,CN2S(c1ccccc1C(O)=C2C(Nc3ncccc3)=O)(=O)=O,-4.16
4394-00-7,OC(c1cccnc1Nc2cccc(C(F)(F)F)c2)=O,-4.17
55880-77-8,ClC(=C(C=C(Cl)Cl)Cl)Cl,-4.23
60-87-7,CC(N(C)C)CN1c3c(cccc3)Sc2c1cccc2,-4.26
52-01-7,O=C1CCC2(C)C(CC(SC(C)=O)C3C2CCC4(C)C3CCC45OC(CC5)=O)=C1,-4.28
87-86-5,Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,-4.28
128-13-2,CC(CCC(O)=O)C3CCC4C2C(O)CC1CC(O)CCC1(C)C2CCC34C,-4.29
939-27-5,CCc1cc(cccc2)c2cc1,-4.29
57-63-6,Oc1cc(CCC3C2CCC4(C)C3CCC4(C#C)O)c2cc1,-4.3
58-40-2,CN(C)CCCN1c3c(cccc3)Sc2c1cccc2,-4.3
2463-84-5,COP(OC)(Oc1c(Cl)cc(N(=O)=O)cc1)=S,-4.31
76-25-5,O=C1C=CC2(C)C(CCC3C2(F)C(O)CC4(C)C3CC5C4(OC(C)(C)O5)C(CO)=O)=C1,-4.32
132-65-0,c1(cccc3)c3sc2c1cccc2,-4.38
60168-88-9,OC(c2c(Cl)cccc2)(c3cncnc3)c1ccc(Cl)cc1,-4.38
83-79-4,O=C(C(c(cc(OC)c(OC)c4)c4OC3)C3O2)c1c2c(CC(C(C)=C)O5)c5cc1,-4.42
5635-50-7,CCC(c1ccc(cc1)O)C(c2ccc(O)cc2)CC,-4.43
52-86-8,O=C(CCCN2CCC(c3ccc(Cl)cc3)(O)CC2)c1ccc(F)cc1,-4.43
629-04-9,CCCCCCCBr,-4.43
50-48-6,CN(CCC=C2c1ccccc1CCc3c2cccc3)C,-4.46
1/6/87,O=N(c(c(C)c1N(=O)=O)c(c(C(C)(C)C)c1)OC(C)=O)=O,-4.47
108-70-3,Clc1cc(Cl)cc(Cl)c1,-4.48
4516-69-2,CC1(CC(C)CC1)C,-4.48
117-89-5,FC(F)(F)c4cc1c(cc4)Sc3c(cccc3)N1CCCN2CCN(C)CC2,-4.52
10/2/36,O=C(OC(C)C)C(c2ccc(Cl)cc2)(O)c1ccc(Cl)cc1,-4.53
55-38-9,S=P(OC)(OC)Oc1cc(C)c(SC)cc1,-4.57
1107-99-9,CC2(C=C3)C(C(O)C1)C(CCC2=CC3=O)C(CC4)C1(C)C4(O)C(COC(C(C)(C)C)=O)=O,-4.58
1022-46-4,O=C1c(cccc2)c2N=C(c3ccccc3)O1,-4.61
103-29-7,c1(CCc2ccccc2)ccccc1,-4.62
56-47-3,CC(C2C(COC(C)=O)=O)(CC1)C(CC2)C(CCC3=CC4=O)C1C3(CC4)C,-4.63
145-13-1,OC(C4)CCC1(C)C4=CCC2C1CCC3(C)C2CCC3C(C)=O,-4.65
581-40-8,Cc1cc(cccc2)c2cc1C,-4.72
